provider_id,provider_name,system_family,indicator_id,score
fullfact_ai,Full Fact,Full Fact AI,ACC4,
fullfact_ai,Full Fact,Full Fact AI,ACC5,
fullfact_ai,Full Fact,Full Fact AI,ACC6,
fullfact_ai,Full Fact,Full Fact AI,ACC7,
fullfact_ai,Full Fact,Full Fact AI,ACC8,
fullfact_ai,Full Fact,Full Fact AI,ACC9,
fullfact_ai,Full Fact,Full Fact AI,ACC10,
govii,Govii UG,Govii,GOV1,
govii,Govii UG,Govii,GOV2,
govii,Govii UG,Govii,GOV3,
govii,Govii UG,Govii,GOV4,
govii,Govii UG,Govii,GOV5,
govii,Govii UG,Govii,GOV6,
govii,Govii UG,Govii,GOV7,
govii,Govii UG,Govii,GOV8,
govii,Govii UG,Govii,GOV9,
govii,Govii UG,Govii,GOV10,
govii,Govii UG,Govii,INC1,
govii,Govii UG,Govii,INC2,
govii,Govii UG,Govii,INC3,
govii,Govii UG,Govii,INC4,
govii,Govii UG,Govii,INC5,
govii,Govii UG,Govii,INC6,
govii,Govii UG,Govii,INC7,
govii,Govii UG,Govii,INC8,
govii,Govii UG,Govii,INC9,
govii,Govii UG,Govii,INC10,
govii,Govii UG,Govii,TRA1,
govii,Govii UG,Govii,TRA2,
govii,Govii UG,Govii,TRA3,
govii,Govii UG,Govii,TRA4,
govii,Govii UG,Govii,TRA5,
govii,Govii UG,Govii,TRA6,
govii,Govii UG,Govii,TRA7,
govii,Govii UG,Govii,TRA8,
govii,Govii UG,Govii,TRA9,
govii,Govii UG,Govii,TRA10,
govii,Govii UG,Govii,ACC1,
govii,Govii UG,Govii,ACC2,
govii,Govii UG,Govii,ACC3,
govii,Govii UG,Govii,ACC4,
govii,Govii UG,Govii,ACC5,
govii,Govii UG,Govii,ACC6,
govii,Govii UG,Govii,ACC7,
govii,Govii UG,Govii,ACC8,
govii,Govii UG,Govii,ACC9,
govii,Govii UG,Govii,ACC10,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV1,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV2,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV3,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV4,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV5,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV6,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV7,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV8,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV9,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,GOV10,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC1,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC2,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC3,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC4,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC5,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC6,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC7,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC8,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC9,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,INC10,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA1,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA2,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA3,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA4,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA5,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA6,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA7,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA8,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA9,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,TRA10,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC1,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC2,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC3,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC4,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC5,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC6,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC7,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC8,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC9,
idmc_idetect,Internal Displacement Monitoring Centre (IDMC),IDETECT,ACC10,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV1,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV2,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV3,1.0
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV4,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV5,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV6,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV7,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV8,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV9,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),GOV10,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC1,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC2,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC3,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC4,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC5,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC6,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC7,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC8,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC9,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),INC10,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA1,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA2,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA3,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA4,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA5,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA6,1.0
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA7,1.0
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA8,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA9,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),TRA10,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC1,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC2,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC3,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC4,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC5,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC6,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC7,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC8,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC9,
helsinki_obotti,City of Helsinki,Obotti (Oodi book recommendation chatbot),ACC10,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV1,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV2,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV3,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV4,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV5,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV6,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV7,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV8,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV9,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,GOV10,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC1,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC2,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC3,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC4,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC5,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC6,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC7,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC8,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC9,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,INC10,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA1,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA2,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA3,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA4,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA5,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA6,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA7,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA8,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA9,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,TRA10,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC1,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC2,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC3,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC4,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC5,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC6,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC7,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC8,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC9,
hamburg_frag_den_michel,City of Hamburg,Frag-den-Michel,ACC10,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV1,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV2,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV3,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV4,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV5,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV6,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV7,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV8,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV9,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,GOV10,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC1,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC2,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC3,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC4,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC5,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC6,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC7,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC8,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC9,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,INC10,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA1,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA2,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA3,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA4,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA5,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA6,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA7,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA8,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA9,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,TRA10,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC1,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC2,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC3,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC4,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC5,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC6,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC7,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC8,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC9,
berlin_bobbi,City of Berlin (ITDZ Berlin & TU Berlin DAI-Lab),Bobbi,ACC10,
genderly,Genderly team (Prototype Fund),Genderly,GOV1,
genderly,Genderly team (Prototype Fund),Genderly,GOV2,
genderly,Genderly team (Prototype Fund),Genderly,GOV3,
genderly,Genderly team (Prototype Fund),Genderly,GOV4,
genderly,Genderly team (Prototype Fund),Genderly,GOV5,
genderly,Genderly team (Prototype Fund),Genderly,GOV6,
genderly,Genderly team (Prototype Fund),Genderly,GOV7,
genderly,Genderly team (Prototype Fund),Genderly,GOV8,
genderly,Genderly team (Prototype Fund),Genderly,GOV9,
genderly,Genderly team (Prototype Fund),Genderly,GOV10,
genderly,Genderly team (Prototype Fund),Genderly,INC1,
genderly,Genderly team (Prototype Fund),Genderly,INC2,
genderly,Genderly team (Prototype Fund),Genderly,INC3,
genderly,Genderly team (Prototype Fund),Genderly,INC4,
genderly,Genderly team (Prototype Fund),Genderly,INC5,
genderly,Genderly team (Prototype Fund),Genderly,INC6,
genderly,Genderly team (Prototype Fund),Genderly,INC7,
genderly,Genderly team (Prototype Fund),Genderly,INC8,
genderly,Genderly team (Prototype Fund),Genderly,INC9,
genderly,Genderly team (Prototype Fund),Genderly,INC10,
genderly,Genderly team (Prototype Fund),Genderly,TRA1,
genderly,Genderly team (Prototype Fund),Genderly,TRA2,
genderly,Genderly team (Prototype Fund),Genderly,TRA3,
genderly,Genderly team (Prototype Fund),Genderly,TRA4,
genderly,Genderly team (Prototype Fund),Genderly,TRA5,
genderly,Genderly team (Prototype Fund),Genderly,TRA6,
genderly,Genderly team (Prototype Fund),Genderly,TRA7,
genderly,Genderly team (Prototype Fund),Genderly,TRA8,
genderly,Genderly team (Prototype Fund),Genderly,TRA9,
genderly,Genderly team (Prototype Fund),Genderly,TRA10,
genderly,Genderly team (Prototype Fund),Genderly,ACC1,
genderly,Genderly team (Prototype Fund),Genderly,ACC2,
genderly,Genderly team (Prototype Fund),Genderly,ACC3,
genderly,Genderly team (Prototype Fund),Genderly,ACC4,
genderly,Genderly team (Prototype Fund),Genderly,ACC5,
genderly,Genderly team (Prototype Fund),Genderly,ACC6,
genderly,Genderly team (Prototype Fund),Genderly,ACC7,
genderly,Genderly team (Prototype Fund),Genderly,ACC8,
genderly,Genderly team (Prototype Fund),Genderly,ACC9,
genderly,Genderly team (Prototype Fund),Genderly,ACC10,
masakhane_ner,Masakhane,MasakhaNER,GOV1,
masakhane_ner,Masakhane,MasakhaNER,GOV2,
masakhane_ner,Masakhane,MasakhaNER,GOV3,
masakhane_ner,Masakhane,MasakhaNER,GOV4,
masakhane_ner,Masakhane,MasakhaNER,GOV5,
masakhane_ner,Masakhane,MasakhaNER,GOV6,
masakhane_ner,Masakhane,MasakhaNER,GOV7,
masakhane_ner,Masakhane,MasakhaNER,GOV8,
masakhane_ner,Masakhane,MasakhaNER,GOV9,
masakhane_ner,Masakhane,MasakhaNER,GOV10,
masakhane_ner,Masakhane,MasakhaNER,INC1,
masakhane_ner,Masakhane,MasakhaNER,INC2,
masakhane_ner,Masakhane,MasakhaNER,INC3,
masakhane_ner,Masakhane,MasakhaNER,INC4,
masakhane_ner,Masakhane,MasakhaNER,INC5,
masakhane_ner,Masakhane,MasakhaNER,INC6,
masakhane_ner,Masakhane,MasakhaNER,INC7,
masakhane_ner,Masakhane,MasakhaNER,INC8,
masakhane_ner,Masakhane,MasakhaNER,INC9,
masakhane_ner,Masakhane,MasakhaNER,INC10,
masakhane_ner,Masakhane,MasakhaNER,TRA1,
masakhane_ner,Masakhane,MasakhaNER,TRA2,
masakhane_ner,Masakhane,MasakhaNER,TRA3,
masakhane_ner,Masakhane,MasakhaNER,TRA4,
masakhane_ner,Masakhane,MasakhaNER,TRA5,
masakhane_ner,Masakhane,MasakhaNER,TRA6,
masakhane_ner,Masakhane,MasakhaNER,TRA7,
masakhane_ner,Masakhane,MasakhaNER,TRA8,
masakhane_ner,Masakhane,MasakhaNER,TRA9,
masakhane_ner,Masakhane,MasakhaNER,TRA10,
masakhane_ner,Masakhane,MasakhaNER,ACC1,
masakhane_ner,Masakhane,MasakhaNER,ACC2,
masakhane_ner,Masakhane,MasakhaNER,ACC3,
masakhane_ner,Masakhane,MasakhaNER,ACC4,
masakhane_ner,Masakhane,MasakhaNER,ACC5,
masakhane_ner,Masakhane,MasakhaNER,ACC6,
masakhane_ner,Masakhane,MasakhaNER,ACC7,
masakhane_ner,Masakhane,MasakhaNER,ACC8,
masakhane_ner,Masakhane,MasakhaNER,ACC9,
masakhane_ner,Masakhane,MasakhaNER,ACC10,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV1,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV2,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV3,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV4,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV5,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV6,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV7,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV8,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV9,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,GOV10,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC1,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC2,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC3,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC4,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC5,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC6,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC7,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC8,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC9,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,INC10,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA1,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA2,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA3,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA4,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA5,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA6,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA7,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA8,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA9,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,TRA10,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC1,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC2,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC3,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC4,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC5,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC6,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC7,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC8,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC9,
ai2_earthranger,Allen Institute for AI (AI2),EarthRanger,ACC10,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV1,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV2,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV3,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV4,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV5,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV6,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV7,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV8,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV9,
ai2_skylight,Allen Institute for AI (AI2),Skylight,GOV10,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC1,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC2,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC3,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC4,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC5,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC6,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC7,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC8,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC9,
ai2_skylight,Allen Institute for AI (AI2),Skylight,INC10,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA1,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA2,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA3,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA4,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA5,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA6,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA7,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA8,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA9,
ai2_skylight,Allen Institute for AI (AI2),Skylight,TRA10,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC1,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC2,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC3,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC4,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC5,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC6,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC7,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC8,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC9,
ai2_skylight,Allen Institute for AI (AI2),Skylight,ACC10,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV1,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV2,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV3,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV4,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV5,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV6,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV7,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV8,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV9,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),GOV10,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC1,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC2,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC3,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC4,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC5,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC6,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC7,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC8,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC9,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),INC10,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),TRA1,
citylab_berlin_qtrees,CityLAB Berlin (Technologiestiftung Berlin),QTrees (Baumblick),TRA2,
