provider_id,provider_name,system_family,indicator_id,score
stability,Stability AI,Stable Diffusion (SDXL/3),TRA4,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA6,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA7,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA8,
stability,Stability AI,Stable Diffusion (SDXL/3),TRA9,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC2,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC3,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC4,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC5,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC6,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC7,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC8,
stability,Stability AI,Stable Diffusion (SDXL/3),ACC10,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV1,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV2,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV4,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV5,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV6,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV7,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV8,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV9,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),GOV10,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC1,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC2,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC3,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC4,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC5,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC6,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC7,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC8,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC9,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),INC10,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),TRA4,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),TRA6,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),TRA7,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),TRA8,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),TRA9,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC2,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC3,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC4,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC5,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC6,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC8,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC9,
alibaba,Alibaba Cloud,Qwen (Qwen2.5/Qwen3),ACC10,
cohere,Cohere,Command / Embed / Rerank,GOV1,
cohere,Cohere,Command / Embed / Rerank,GOV2,
cohere,Cohere,Command / Embed / Rerank,GOV4,
cohere,Cohere,Command / Embed / Rerank,GOV5,
cohere,Cohere,Command / Embed / Rerank,GOV6,
cohere,Cohere,Command / Embed / Rerank,GOV8,
cohere,Cohere,Command / Embed / Rerank,GOV9,
cohere,Cohere,Command / Embed / Rerank,GOV10,
cohere,Cohere,Command / Embed / Rerank,INC1,
cohere,Cohere,Command / Embed / Rerank,INC2,
cohere,Cohere,Command / Embed / Rerank,INC3,
cohere,Cohere,Command / Embed / Rerank,INC4,
cohere,Cohere,Command / Embed / Rerank,INC5,
cohere,Cohere,Command / Embed / Rerank,INC6,
cohere,Cohere,Command / Embed / Rerank,INC7,
cohere,Cohere,Command / Embed / Rerank,INC8,
cohere,Cohere,Command / Embed / Rerank,INC9,
cohere,Cohere,Command / Embed / Rerank,INC10,
cohere,Cohere,Command / Embed / Rerank,TRA4,
cohere,Cohere,Command / Embed / Rerank,TRA6,
cohere,Cohere,Command / Embed / Rerank,TRA7,
cohere,Cohere,Command / Embed / Rerank,TRA8,
cohere,Cohere,Command / Embed / Rerank,TRA9,
cohere,Cohere,Command / Embed / Rerank,ACC2,
cohere,Cohere,Command / Embed / Rerank,ACC4,
cohere,Cohere,Command / Embed / Rerank,ACC5,
cohere,Cohere,Command / Embed / Rerank,ACC6,
cohere,Cohere,Command / Embed / Rerank,ACC7,
cohere,Cohere,Command / Embed / Rerank,ACC8,
cohere,Cohere,Command / Embed / Rerank,ACC9,
cohere,Cohere,Command / Embed / Rerank,ACC10,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV1,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV2,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV4,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV5,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV6,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV7,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV8,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV9,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,GOV10,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC1,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC2,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC3,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC4,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC5,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC6,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC7,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC8,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC9,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,INC10,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,TRA4,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,TRA6,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,TRA7,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,TRA8,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,TRA9,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC1,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC2,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC3,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC4,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC5,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC6,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC7,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC8,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC9,
deepseek,DeepSeek,DeepSeek-V3 / DeepSeek-R1,ACC10,
microsoft,Microsoft,Phi 3/4 family,GOV1,
microsoft,Microsoft,Phi 3/4 family,GOV2,
microsoft,Microsoft,Phi 3/4 family,GOV4,
microsoft,Microsoft,Phi 3/4 family,GOV5,
microsoft,Microsoft,Phi 3/4 family,GOV6,
microsoft,Microsoft,Phi 3/4 family,GOV7,
microsoft,Microsoft,Phi 3/4 family,GOV8,
microsoft,Microsoft,Phi 3/4 family,GOV9,
microsoft,Microsoft,Phi 3/4 family,GOV10,
microsoft,Microsoft,Phi 3/4 family,INC1,
microsoft,Microsoft,Phi 3/4 family,INC2,
microsoft,Microsoft,Phi 3/4 family,INC3,
microsoft,Microsoft,Phi 3/4 family,INC4,
microsoft,Microsoft,Phi 3/4 family,INC5,
microsoft,Microsoft,Phi 3/4 family,INC6,
microsoft,Microsoft,Phi 3/4 family,INC7,
microsoft,Microsoft,Phi 3/4 family,INC8,
microsoft,Microsoft,Phi 3/4 family,INC9,
microsoft,Microsoft,Phi 3/4 family,INC10,
microsoft,Microsoft,Phi 3/4 family,TRA4,
microsoft,Microsoft,Phi 3/4 family,TRA6,
microsoft,Microsoft,Phi 3/4 family,TRA7,
microsoft,Microsoft,Phi 3/4 family,TRA8,
microsoft,Microsoft,Phi 3/4 family,TRA9,
microsoft,Microsoft,Phi 3/4 family,ACC1,
microsoft,Microsoft,Phi 3/4 family,ACC2,
microsoft,Microsoft,Phi 3/4 family,ACC3,
microsoft,Microsoft,Phi 3/4 family,ACC4,
microsoft,Microsoft,Phi 3/4 family,ACC5,
microsoft,Microsoft,Phi 3/4 family,ACC6,
microsoft,Microsoft,Phi 3/4 family,ACC7,
microsoft,Microsoft,Phi 3/4 family,ACC8,
microsoft,Microsoft,Phi 3/4 family,ACC9,
microsoft,Microsoft,Phi 3/4 family,ACC10,
ai2,Allen Institute for AI (AI2),OLMo,GOV1,
ai2,Allen Institute for AI (AI2),OLMo,GOV2,
ai2,Allen Institute for AI (AI2),OLMo,GOV4,
ai2,Allen Institute for AI (AI2),OLMo,GOV5,
ai2,Allen Institute for AI (AI2),OLMo,GOV6,
ai2,Allen Institute for AI (AI2),OLMo,GOV7,
ai2,Allen Institute for AI (AI2),OLMo,GOV8,
ai2,Allen Institute for AI (AI2),OLMo,GOV9,
ai2,Allen Institute for AI (AI2),OLMo,GOV10,
ai2,Allen Institute for AI (AI2),OLMo,INC1,
ai2,Allen Institute for AI (AI2),OLMo,INC2,
ai2,Allen Institute for AI (AI2),OLMo,INC3,
ai2,Allen Institute for AI (AI2),OLMo,INC4,
ai2,Allen Institute for AI (AI2),OLMo,INC5,
ai2,Allen Institute for AI (AI2),OLMo,INC6,
ai2,Allen Institute for AI (AI2),OLMo,INC7,
ai2,Allen Institute for AI (AI2),OLMo,INC8,
ai2,Allen Institute for AI (AI2),OLMo,INC9,
ai2,Allen Institute for AI (AI2),OLMo,INC10,
ai2,Allen Institute for AI (AI2),OLMo,TRA4,
ai2,Allen Institute for AI (AI2),OLMo,TRA6,
ai2,Allen Institute for AI (AI2),OLMo,TRA7,
ai2,Allen Institute for AI (AI2),OLMo,TRA8,
ai2,Allen Institute for AI (AI2),OLMo,TRA9,
ai2,Allen Institute for AI (AI2),OLMo,ACC1,
ai2,Allen Institute for AI (AI2),OLMo,ACC2,
ai2,Allen Institute for AI (AI2),OLMo,ACC3,
ai2,Allen Institute for AI (AI2),OLMo,ACC4,
ai2,Allen Institute for AI (AI2),OLMo,ACC5,
ai2,Allen Institute for AI (AI2),OLMo,ACC6,
ai2,Allen Institute for AI (AI2),OLMo,ACC7,
ai2,Allen Institute for AI (AI2),OLMo,ACC8,
ai2,Allen Institute for AI (AI2),OLMo,ACC9,
ai2,Allen Institute for AI (AI2),OLMo,ACC10,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV1,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV2,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV4,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV5,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV6,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV7,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV8,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV9,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,GOV10,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC1,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC2,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC3,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC4,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC5,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC6,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC7,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC8,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC9,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,INC10,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,TRA4,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,TRA6,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,TRA7,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,TRA8,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,TRA9,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC1,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC2,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC3,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC4,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC5,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC6,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC7,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC8,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC9,
eleutherai,EleutherAI,GPT‑NeoX / GPT-J,ACC10,
01-ai,01.AI,Yi family,GOV1,
01-ai,01.AI,Yi family,GOV2,
01-ai,01.AI,Yi family,GOV4,
01-ai,01.AI,Yi family,GOV5,
01-ai,01.AI,Yi family,GOV6,
01-ai,01.AI,Yi family,GOV7,
01-ai,01.AI,Yi family,GOV8,
01-ai,01.AI,Yi family,GOV9,
01-ai,01.AI,Yi family,GOV10,
01-ai,01.AI,Yi family,INC1,
01-ai,01.AI,Yi family,INC2,
01-ai,01.AI,Yi family,INC3,
01-ai,01.AI,Yi family,INC4,
01-ai,01.AI,Yi family,INC5,
01-ai,01.AI,Yi family,INC6,
01-ai,01.AI,Yi family,INC7,
01-ai,01.AI,Yi family,INC8,
01-ai,01.AI,Yi family,INC9,
01-ai,01.AI,Yi family,INC10,
01-ai,01.AI,Yi family,TRA4,
01-ai,01.AI,Yi family,TRA6,
01-ai,01.AI,Yi family,TRA7,
01-ai,01.AI,Yi family,TRA8,
01-ai,01.AI,Yi family,TRA9,
01-ai,01.AI,Yi family,ACC1,
01-ai,01.AI,Yi family,ACC2,
01-ai,01.AI,Yi family,ACC3,
01-ai,01.AI,Yi family,ACC4,
01-ai,01.AI,Yi family,ACC5,
01-ai,01.AI,Yi family,ACC6,
01-ai,01.AI,Yi family,ACC7,
01-ai,01.AI,Yi family,ACC8,
01-ai,01.AI,Yi family,ACC9,
01-ai,01.AI,Yi family,ACC10,
apple,Apple,OpenELM / MLX community models,GOV1,
apple,Apple,OpenELM / MLX community models,GOV2,
apple,Apple,OpenELM / MLX community models,GOV4,
apple,Apple,OpenELM / MLX community models,GOV5,
apple,Apple,OpenELM / MLX community models,GOV6,
apple,Apple,OpenELM / MLX community models,GOV7,
apple,Apple,OpenELM / MLX community models,GOV8,
apple,Apple,OpenELM / MLX community models,GOV9,
apple,Apple,OpenELM / MLX community models,GOV10,
apple,Apple,OpenELM / MLX community models,INC1,
apple,Apple,OpenELM / MLX community models,INC2,
apple,Apple,OpenELM / MLX community models,INC3,
apple,Apple,OpenELM / MLX community models,INC4,
apple,Apple,OpenELM / MLX community models,INC5,
apple,Apple,OpenELM / MLX community models,INC6,
apple,Apple,OpenELM / MLX community models,INC7,
apple,Apple,OpenELM / MLX community models,INC8,
apple,Apple,OpenELM / MLX community models,INC9,
apple,Apple,OpenELM / MLX community models,INC10,
apple,Apple,OpenELM / MLX community models,TRA4,
apple,Apple,OpenELM / MLX community models,TRA6,
apple,Apple,OpenELM / MLX community models,TRA7,
apple,Apple,OpenELM / MLX community models,TRA8,
apple,Apple,OpenELM / MLX community models,TRA9,
apple,Apple,OpenELM / MLX community models,ACC1,
apple,Apple,OpenELM / MLX community models,ACC2,
apple,Apple,OpenELM / MLX community models,ACC3,
apple,Apple,OpenELM / MLX community models,ACC4,
apple,Apple,OpenELM / MLX community models,ACC5,
apple,Apple,OpenELM / MLX community models,ACC6,
apple,Apple,OpenELM / MLX community models,ACC7,
apple,Apple,OpenELM / MLX community models,ACC8,
apple,Apple,OpenELM / MLX community models,ACC9,
apple,Apple,OpenELM / MLX community models,ACC10,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV1,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV2,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV4,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV5,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV6,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV7,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV8,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV9,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),GOV10,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC1,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC2,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC3,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC4,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC5,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC6,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC7,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC8,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC9,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),INC10,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),TRA4,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),TRA6,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),TRA7,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),TRA8,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),TRA9,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC1,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC2,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC3,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC4,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC5,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC6,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC7,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC8,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC9,
baidu,Baidu,ERNIE Bot (Wenxin Yiyan),ACC10,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV1,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV2,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV4,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV5,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV6,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV7,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV8,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV9,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),GOV10,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC1,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC2,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC3,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC4,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC5,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC6,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC7,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC8,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC9,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),INC10,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),TRA4,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),TRA6,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),TRA7,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),TRA8,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),TRA9,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC1,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC2,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC3,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC4,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC5,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC6,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC7,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC8,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC9,
perplexity,Perplexity,pplx-70b / pplx-7b (hosted),ACC10,
adobe,Adobe,Firefly,GOV1,
adobe,Adobe,Firefly,GOV2,
adobe,Adobe,Firefly,GOV4,
adobe,Adobe,Firefly,GOV5,
adobe,Adobe,Firefly,GOV6,
adobe,Adobe,Firefly,GOV7,
adobe,Adobe,Firefly,GOV8,
adobe,Adobe,Firefly,GOV9,
adobe,Adobe,Firefly,GOV10,
adobe,Adobe,Firefly,INC1,
adobe,Adobe,Firefly,INC2,
adobe,Adobe,Firefly,INC3,
adobe,Adobe,Firefly,INC4,
adobe,Adobe,Firefly,INC5,
adobe,Adobe,Firefly,INC6,
adobe,Adobe,Firefly,INC7,
adobe,Adobe,Firefly,INC8,
adobe,Adobe,Firefly,INC9,
adobe,Adobe,Firefly,INC10,
adobe,Adobe,Firefly,TRA4,
adobe,Adobe,Firefly,TRA6,
adobe,Adobe,Firefly,TRA7,
adobe,Adobe,Firefly,TRA8,
adobe,Adobe,Firefly,TRA9,
adobe,Adobe,Firefly,ACC1,
adobe,Adobe,Firefly,ACC2,
adobe,Adobe,Firefly,ACC3,
adobe,Adobe,Firefly,ACC4,
adobe,Adobe,Firefly,ACC5,
adobe,Adobe,Firefly,ACC6,
adobe,Adobe,Firefly,ACC7,
adobe,Adobe,Firefly,ACC8,
adobe,Adobe,Firefly,ACC9,
adobe,Adobe,Firefly,ACC10,
tii,Technology Innovation Institute (TII),Falcon,GOV1,
tii,Technology Innovation Institute (TII),Falcon,GOV2,
tii,Technology Innovation Institute (TII),Falcon,GOV4,
tii,Technology Innovation Institute (TII),Falcon,GOV5,
tii,Technology Innovation Institute (TII),Falcon,GOV6,
tii,Technology Innovation Institute (TII),Falcon,GOV7,
tii,Technology Innovation Institute (TII),Falcon,GOV8,
tii,Technology Innovation Institute (TII),Falcon,GOV9,
tii,Technology Innovation Institute (TII),Falcon,GOV10,
tii,Technology Innovation Institute (TII),Falcon,INC1,
tii,Technology Innovation Institute (TII),Falcon,INC2,
tii,Technology Innovation Institute (TII),Falcon,INC3,
tii,Technology Innovation Institute (TII),Falcon,INC4,
tii,Technology Innovation Institute (TII),Falcon,INC5,
tii,Technology Innovation Institute (TII),Falcon,INC6,
tii,Technology Innovation Institute (TII),Falcon,INC7,
tii,Technology Innovation Institute (TII),Falcon,INC8,
tii,Technology Innovation Institute (TII),Falcon,INC9,
tii,Technology Innovation Institute (TII),Falcon,INC10,
tii,Technology Innovation Institute (TII),Falcon,TRA4,
tii,Technology Innovation Institute (TII),Falcon,TRA6,
tii,Technology Innovation Institute (TII),Falcon,TRA7,
tii,Technology Innovation Institute (TII),Falcon,TRA8,
tii,Technology Innovation Institute (TII),Falcon,TRA9,
tii,Technology Innovation Institute (TII),Falcon,ACC1,
tii,Technology Innovation Institute (TII),Falcon,ACC2,
tii,Technology Innovation Institute (TII),Falcon,ACC3,
tii,Technology Innovation Institute (TII),Falcon,ACC4,
tii,Technology Innovation Institute (TII),Falcon,ACC5,
tii,Technology Innovation Institute (TII),Falcon,ACC6,
tii,Technology Innovation Institute (TII),Falcon,ACC7,
tii,Technology Innovation Institute (TII),Falcon,ACC8,
tii,Technology Innovation Institute (TII),Falcon,ACC9,
tii,Technology Innovation Institute (TII),Falcon,ACC10,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV1,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV2,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV4,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV5,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV6,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV7,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV8,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV9,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,GOV10,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC1,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC2,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC3,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC4,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC5,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC6,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC7,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC8,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC9,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,INC10,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,TRA4,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,TRA6,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,TRA7,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,TRA8,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,TRA9,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC1,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC2,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC3,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC4,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC5,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC6,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC7,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC8,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC9,
zhipuai,Zhipu AI,GLM / ChatGLM / GLM-4,ACC10,
xai,xAI,Grok,GOV1,
xai,xAI,Grok,GOV2,
xai,xAI,Grok,GOV4,
xai,xAI,Grok,GOV5,
xai,xAI,Grok,GOV6,
xai,xAI,Grok,GOV8,
xai,xAI,Grok,GOV9,
xai,xAI,Grok,GOV10,
xai,xAI,Grok,INC1,
xai,xAI,Grok,INC2,
xai,xAI,Grok,INC3,
xai,xAI,Grok,INC4,
xai,xAI,Grok,INC5,
xai,xAI,Grok,INC6,
xai,xAI,Grok,INC7,
xai,xAI,Grok,INC8,
xai,xAI,Grok,INC9,
xai,xAI,Grok,INC10,
xai,xAI,Grok,TRA4,
xai,xAI,Grok,TRA6,
